title,link,source,time,type,content
TSX lower after index notches record high,https://www.investing.com/news/stock-market-news/tsx-futures-edge-lower-after-index-notches-record-high-4531290,Investing.com,2026-02-27 21:00:09,Free,"Investing.com - Canada’s main stock index ended lower on Friday, after the average notched a fresh record high in the prior session.

The S&P/TSX composite index down 0.48% at 34,334.74.

Index rose 1.1% to 34,501.96 on Thursday, surpassing a previous all-time high logged earlier this week. Solid bank earnings supported the key financial sector, as did an uptick gold prices.

Heading into the final trading day of the week, spot gold had slipped, yet remained on pace for its seventh consecutive positive month. Prices of silver and copper have also risen.

U.S. stocks drop

U.S. stock index fell, pointing to a downbeat end to the week with the tech sector in focus ahead of the release of key inflation data.

The benchmark S&P 500 index was down 0.8% to 6,856.99 points, the tech-heavy NASDAQ Composite shed 1.2% to 22,608.85 points, and the blue-chip Dow Jones Industrial Average was lower by 1.2% to 48,887.75 points.

The main averages on Wall Street notched a mixed close on Thursday, with the S&P 500 index losing 0.5%, and the tech-heavy NASDAQ Composite declining 1.2%, but the 30-stock Dow Jones Industrial Average gained less than 0.1%.

The Nasdaq was set to lose 2.5% this month, while the S&P was down 0.4% following sustained losses in tech shares. The Dow was trading up 1.2% for February, having benefited from a pivot into non-tech sectors.

Nvidia, the most valuable company in the world, was the biggest weight on Wall Street on Thursday, sliding over 5% despite logging bumper quarterly earnings.

Questions over more shareholder returns, especially after a sharp increase in the company’s cash balance, weighed on the stock, as did some profit-taking after a strong run-up ahead of its earnings.

Salesforce shares, on the other hand, gained despite the company issuing an underwhelming annual revenue forecast. However, analysts at Vital Knowledge said the earnings were ""no worse than feared.""

Netflix declines to raise Warner Bros offer

Netflix was in the spotlight, soaring more than 6% premarket after the streaming giant said it will not raise its offer for Warner Bros. Discovery.

This was after Warner determined an upgraded, $31 a share offer from Paramount Skydance (NASDAQ:PSKY) was the superior proposal.

Netflix said that with the price required to match Paramount’s latest offer, the deal was “no longer financially attractive.”

Still, the streaming giant is set to receive $2.8 billion as a termination fee from Paramount if Warner picks the latter. Warner shareholders are set to vote on the Netflix deal on March 20.

Netflix declining to further pursue Warner marks a potential end to one of the largest high-profile bidding wars in the media industry. The streaming giant and Paramount had aggressively pursued Warner, with its studio assets and host of popular franchises being viewed as highly attractive.

Elsewhere, Block stock soared 18% after the payments firm said it will slash cut over 4,000 jobs, nearly half its workforce, as part of an overhaul to embed artificial intelligence across its operations.

CoreWeave slid over 10% after the cloud computing firm reported a bigger-than-expected loss, while investors balked at its forecast of even more capital spending on cloud infrastructure.

January producer inflation due

On the economic data slate, investors are anticipating the release of January’s producer price index, a measure of wholesale inflation, later in the session.

Economists expect the headline reading to come in at 0.3% month-on-month, while core PPI, which excludes energy and food prices, is also anticipated to land at 0.3%.

Chicago Federal Reserve President Austan Goolsbee forecast several more interest-rate cuts this year, but he warned the Fed to be ""careful"" in doing so because it could overheat the economy and inflation.

""I have some confidence rates can come down several more times this year in 2026,"" Goolsbee said in an interview on Fox News. ""I just don’t want to front load it too much before we actually have the evidence that the inflation is headed"" back down to the Fed’s 2% goal.

Crude ends the week higher

Oil prices rose even after the United States and Iran extended talks over Tehran’s nuclear program, easing concerns about potential hostilities that could disrupt supply.

Brent futures climbed 2.4% to $72.51 a barrel, and U.S. West Texas Intermediate crude futures rose 2.5% to $66.82 a barrel.

The talks between the two countries over Iran’s nuclear ambitions concluded on Thursday with no clear deal being agreed.

But they plan to resume negotiations with technical-level discussions scheduled to take place next week in Vienna, Omani Foreign Minister Sayyid Badr Albusaidi said in a post on X after the meetings in Geneva.

Gold prices steady

Gold prices steadied and were headed for strong gains in February as safe haven demand was underpinned by increased geopolitical tensions and economic uncertainty through the month.

At 06:15 ET, Spot gold edged up 0.1% to $5,188.92 an ounce, and gold futures for April rose 0.2% to $5,205.84/oz.

Spot gold was trading up over 6% in February, having largely rebounded from lows hit at the beginning of the month, after a speculative rally in gold came undone in a matter of days.

Spot prices had fallen as low as $4,600/oz in early February."
"OpenAI hits $730B valuation as Amazon, NVIDIA, and SoftBank inject $110B",https://www.investing.com/news/stock-market-news/openai-secures-110-billion-in-funding-at-730-billion-valuation-4531604,Investing.com,2026-02-27 19:12:50,Free,"Investing.com -- OpenAI announced Friday a $110 billion investment round at a $730 billion pre-money valuation, with SoftBank Group Corp contributing $30 billion, NVIDIA (NASDAQ:NVDA) investing $30 billion, and Amazon (NASDAQ:AMZN) committing $50 billion.

The funding round includes strategic partnerships with Amazon and NVIDIA that expand OpenAI’s infrastructure and distribution capabilities. Additional financial investors are expected to join as the round progresses, according to the company’s announcement.

The investment increases the value of the OpenAI Foundation’s stake in OpenAI Group to over $180 billion.

OpenAI reported that Codex, its software development tool, has reached 1.6 million weekly users, more than tripling since the start of the year. The company said more than 9 million paying business users rely on ChatGPT for work, while ChatGPT has reached more than 900 million weekly active users globally.

OpenAI now has more than 50 million consumer subscribers, with January and February on track to be the largest months for new subscribers in the company’s history, according to the announcement.

Under the Amazon partnership, AWS will serve as the exclusive third-party cloud distribution provider for OpenAI Frontier, the company’s enterprise platform that enables organizations to build, deploy, and manage teams of AI agents.

OpenAI and Amazon are jointly developing a Stateful Runtime Environment powered by OpenAI’s models, which will be available through Amazon Bedrock. The Stateful Runtime Environment is expected to launch in the next few months.

OpenAI and AWS are expanding their existing $38 billion multi-year agreement by $100 billion over 8 years. OpenAI committed to consume approximately 2 gigawatts of Trainium capacity through AWS infrastructure to support demand for Stateful Runtime, Frontier, and other advanced workloads.

Amazon will invest $50 billion in OpenAI, starting with an initial $15 billion investment followed by another $35 billion in the coming months when certain conditions are met.

The partnership with NVIDIA includes 3 gigawatts of dedicated inference capacity and 2 gigawatts of training on Vera Rubin systems. This builds on Hopper and Blackwell systems already in operation across Microsoft, Oracle Cloud Infrastructure, and CoreWeave.

OpenAI and Amazon will collaborate to develop customized models available to Amazon developers to power Amazon’s customer-facing applications. These capabilities will complement the models already available to Amazon developers, including Amazon’s Nova family.

Sam Altman, co-founder and CEO of OpenAI, said SoftBank, NVIDIA, and Amazon are long-term partners who share the company’s ambition to turn scientific progress into systems that deliver benefits for people at global scale.

Andy Jassy, President and CEO of Amazon, said the collaboration with OpenAI to provide stateful runtime environments will change what is possible for customers building AI applications and agents.

Analysts Dylan Carden and Arjun Bhatia at William Blair calculate the deal is worth about $17 billion in annual revenue for AWS, or about 11% of 2026 consensus revenue estimates.

""This is another big vote of confidence for AWS’s custom ASICs by one of the biggest consumers of compute capacity (the other being Anthropic, which is also a heavy consumer of Tranium),"" the analyst commented."
"OpenAI clinches $840 billion valuation with mega funding from Amazon, Nvidia, SoftBank",https://www.investing.com/news/stock-market-news/amazon-to-invest-50-billion-in-openai-4531589,Reuters,2026-02-27 19:07:10,Free,"By Deborah Mary Sophia, Akash Sriram and Krystal Hu

Feb 27 (Reuters) - OpenAI’s latest funding round valued the ChatGPT maker at $840 billion as Big Tech and Masayoshi Son’s SoftBank piled into the $110 billion blockbuster round, signaling the AI investment race is alive and well despite recent fears of a valuation bubble.

The funding round - one of the largest private capital raises on record - with various strings and conditions attached that come in phases, includes a $30 billion investment from SoftBank, $30 billion from Nvidia, and $50 billion from Amazon.

It comes ahead of the AI startup’s expected mega-IPO this year to meet the ChatGPT maker’s surging compute and R&D costs.

More investors are expected to join the round as it progresses, OpenAI said in a statement on Friday.

FUNDING BOOST AMID COMPETITION

With the latest injection, SoftBank’s investment in OpenAI is set to be $64.6 billion, representing an ownership interest of about 13%, the Japanese conglomerate said. The investment will come in three phases throughout this year, with the first tranche of $10 billion expected to close by April 1.

As a result of the investment, SoftBank will gain preferred shares that will be converted into common shares of OpenAI upon an IPO.

SoftBank said the $30 billion is expected to be financed initially through bridge loans and capital raise from major financial institutions. The Japanese investment giant has sold stakes in its existing investments, including Nvidia, in order to fund its check into OpenAI.

The infusion will help OpenAI secure advanced AI chips and the computing capacity it needs to maintain its lead position in the AI industry, especially as competition heats up from Anthropic and Alphabet’s Google.

It also exacerbates Wall Street concerns about  ""circular"" financing agreements, where firms invest in and sign supply deals with each other, inflating demand and revenue.

After years of outsized gains, tech stocks have suffered sharp declines in 2026 as investors question whether AI investments will generate sufficient returns to justify lofty valuations.

Nvidia was punished by shareholders this week after the chipmaker said it would pour money into the AI ecosystem, instead of returning cash to shareholders. Nvidia’s investment in OpenAI gives the chip company a financial stake in one of its largest customers, tightening their already intertwined relationship.

OpenAI said on Friday it would use Nvidia’s latest Rubin systems, representing five gigawatts of computing capacity - enough energy to power millions of U.S. households.

It was not immediately clear whether Nvidia’s $30 billion investment replaced its earlier commitment announced in September under which Nvidia was set to invest up to $100 billion in the startup.

OpenAI and Nvidia did not immediately respond to Reuters’ requests for clarification.

AMAZON PARTNERSHIP

The new investment is crucial for OpenAI.

The launch of Google’s Gemini 3 in November has given the Alphabet-owned company a stronger footing, while Anthropic has cemented its lead in the enterprise AI market with its specialized coding tool.

OpenAI, which is yet to turn a profit, is targeting roughly $600 billion in total compute spend through 2030, a source told Reuters last week.

Along with the $50 billion investment, OpenAI and Amazon have also struck a deal in which OpenAI will utilize two gigawatts of computing capacity powered by Amazon’s in-house Trainium AI chips.

The companies are also expanding their $38 billion cloud deal signed last year, with OpenAI saying it would spend an additional $100 billion on Amazon Web Services over the next eight years. As well, OpenAI will work with Amazon to develop customized models for the e-commerce company’s engineering teams.

Amazon will start with an initial $15 billion investment, followed by another $35 billion in the coming months when certain conditions are met, the companies said.

AWS will be the exclusive third-party cloud provider for OpenAI Frontier, the ChatGPT maker’s enterprise platform for building and running AI agents.

Microsoft, in a joint statement with OpenAI, sought to outline the limits to the work that Amazon and OpenAI can undertake together without involving Azure, Microsoft’s cloud unit.

The partnership does not change OpenAI’s relationship with Microsoft, with Microsoft Azure still the exclusive cloud provider for OpenAI’s APIs that provide access to OpenAI’s models, the companies said. OpenAI’s first-party products, including Frontier, will continue to be hosted on Azure.

ChatGPT serves more than 900 million weekly active users, OpenAI said on Friday, adding that it has surpassed 50 million consumer subscribers. January and February are on track to become the largest months for new subscriber additions, it said."
"Netflix, Dell among market cap stock movers on Friday",https://www.investing.com/news/stock-market-news/netflix-dell-among-market-cap-stock-movers-on-friday-93CH-4532490,Investing.com,2026-02-27 19:01:33,Free,"Friday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Netflix and Dell are rallying, while stocks like CoreWeave and Sunrun are falling. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers (Market Cap:$200 billion USD or higher)

Large-Cap Stock Movers (Market Cap:$10-$200 billion USD)

Mid-Cap Stock Movers (Market Cap:$2-$10 billion USD)

Small-Cap Stock Movers (Market Cap:$300 million -$2 billion USD)

For real-time, market-moving news, join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Mag 7 Names Slide Lower Following OpenAI New Funding Round,https://www.investing.com/news/stock-market-news/mag-7-names-slide-lower-following-openai-new-funding-round-93CH-4531634,Investing.com,2026-02-27 13:45:19,Free,"Investing.com -- Mag 7 names under pressure after Amazon announced plans to invest $50 billion in OpenAI. The commitment represents one of the largest corporate investments in AI infrastructure to date.

Mag 7 names all dropped in unison:

Amazon down 1%

Apple lower by 40bps.

Microsoft lower by 2.3%.

Alphabet lower by 80bps.

Nvidia down 1.6%.

Meta Platforms down 1.45%.

Tesla down 1.3%.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
OpenAI raises $110 billion at $730 billion valuation,https://www.investing.com/news/pro/openai-raises-110-billion-at-730-billion-valuation-432SI-4531587,Investing.com,2026-02-27 13:37:05,Pro,PAID
"OpenAI raises $110B at $730B valuation from SoftBank, NVIDIA, Amazon",https://www.investing.com/news/assorted/openai-raises-110b-at-730b-valuation-from-softbank-nvidia-amazon-432SI-4531573,Investing.com,2026-02-27 13:39:03,Free,"OpenAI announced a $110 billion funding round at a $730 billion pre-money valuation, with investments from SoftBank ($30 billion), NVIDIA ($30 billion), and Amazon ($50 billion). Additional investors are expected to join the round.

The artificial intelligence company also signed a strategic partnership with Amazon and secured next-generation inference compute capacity with NVIDIA. The partnerships include 3 gigawatts of dedicated inference capacity and 2 gigawatts of training on NVIDIA’s Vera Rubin systems.

OpenAI reported 900 million weekly active users for ChatGPT and more than 50 million consumer subscribers. The company said January and February are on track to be its largest months for new subscribers. Weekly users of Codex, its software development tool, increased to 1.6 million, more than tripling since the start of the year.

The company serves more than 9 million paying business users through ChatGPT for workplace applications. Enterprises, startups, and governments use the OpenAI platform for product and service development.

The valuation increases the OpenAI Foundation’s stake in OpenAI Group to over $180 billion. OpenAI operates through a structure where a nonprofit foundation holds ownership in the for-profit OpenAI Group.

Sam Altman, co-founder and CEO of OpenAI, stated the partnerships aim to advance infrastructure, research, and products to make AI more accessible globally. The funding will support the company’s infrastructure scaling and product development efforts.

The partnership with Amazon focuses on AI innovation for enterprises, startups, and consumers. The expanded NVIDIA collaboration builds on existing systems already operating across Microsoft, Oracle Cloud Infrastructure, and CoreWeave."
Global equity fund inflows cool to a five-week low on AI concerns,https://www.investing.com/news/economy-news/global-equity-fund-inflows-cool-to-a-fiveweek-low-on-ai-concerns-4531339,Reuters,2026-02-27 12:36:48,Free,"Feb 27 (Reuters) - Global equity fund inflows eased to a five-week low in the seven days to February 25 as investors turned cautious amid growing unease over the heavy costs and potential disruption linked to artificial intelligence.

Investors bought a net $19.75 billion worth of global equity funds, marking the smallest weekly inflow since $9.55 billion in the week to Jan. 21, LSEG Lipper data showed.

Nvidia shares dropped 5.46% on Thursday, while the Nasdaq Composite Index shed 1.2% after Nvidia’s earnings report showed that fourth-quarter revenue growth slowed, despite beating analysts’ estimates.

""We believe big market moves in recent months should be a trigger to review portfolios,"" said Mark Haefele, chief investment officer at UBS Global Wealth Management.

""Higher-than-expected capital expenditure and rising competition have raised uncertainty in the AI field, making selectivity and diversification more important.""

European equity funds saw weekly inflows of $11.69 billion after a net $18.61 billion purchase in the prior week. Asian and U.S. funds drew net inflows of $3.22 billion and $2.01 billion, respectively.

Sectoral funds had a mixed set of data as industrials, and metals and mining secured net inflows of $1.5 billion and $1.02 billion, respectively, while financials and tech faced outflows of $2.55 billion and $257 million, respectively.

Inflows into bond funds, meanwhile, cooled to a five-week low of $12.68 billion.

The short-term bond funds segment received $1.25 billion, the smallest weekly net since January 21. Euro-denominated bond funds and corporate bond funds had inflows of $2.2 billion and $1.4 billion, respectively.

Money market funds saw the largest weekly net purchase in three weeks, at approximately $19.97 billion.

Gold and precious metals commodity funds saw a surge in demand in the most recent week as these funds drew $5.57 billion worth of inflows, the largest amount since October 22.

In emerging markets, equity funds remained popular for the 10th straight week as these funds drew net investments of $11.86 billion. Investors also pumped $3.13 billion into bond funds, data for a combined 28,718 funds showed."
Morning Bid: AI horror stories,https://www.investing.com/news/commodities-news/morning-bid-ai-horror-stories-4531078,Reuters,2026-02-27 11:55:34,Free,"By Anna Szymanski

Everything Mike Dolan and the ROI team are excited to read, watch and listen to over the weekend.

From the Editor

Hello Morning Bid readers!

Markets were jittery this week, as anxiety about the potential impact of the artificial intelligence revolution left investors nervous about their asset allocations and their future job prospects.

This week’s wave of worry was initially set off by a 7,000-word piece, ""The 2028 Global Intelligence Crisis,"" published by research firm Citrini on Sunday. It made for pretty grim reading: the loss of millions of office jobs will destroy demand, plunging the economy into a deflationary tailspin.

Is that possible? Sure, in the sense that anything is possible. But when markets are being spooked by apocalyptic long-form blogposts, it’s time to ask if we are in the midst of an AI doom bubble.

The software sector got a slight boost on Tuesday when a new round of plug-ins from Anthropic highlighted the potential for AI upstarts to partner with legacy firms instead of replacing them.

But, as is often the case, fear trumps hope, and both the S&P 500 and the Nasdaq fell on Thursday.

This was - perhaps surprisingly - after the announcement of another strong quarter from Nvidia - its 14th consecutive revenue beat. The $4.5 trillion chipmaker on Wednesday posted better-than-expected results for the January quarter and also forecast above-market estimates for current quarter revenue. Its share price initially rose, but then pulled back, likely because the good news was already baked in and concerns - such as rising competition and customer concentration - remain.

Meanwhile, two months into the year, the country with the best performing equity market by far is Korea. The benchmark KOSPI index may have slid slightly on Friday, but it’s up more than 48% in the year to date. This eye-popping figure might suggest fevered speculation is at play, but that’s not necessarily the case - and there is reason to believe it could still have room to run.

Moving over to M&A, the months-long battle between Paramount Skydance and Netflix to acquire Warner Bros Discovery appears to be over, with the former coming out on top with its revised $31-a-share offer.

Turning back to anxiety, another major source of it this week was the ongoing standoff between the United States and Iran over Tehran’s nuclear program. The two held indirect talks in Geneva on Thursday.

While crude prices fell following claims that progress in the negotiations had been made, Brent crude was up again early on Friday, trading above $71 a barrel. Discussions will resume in Vienna next week, which means the waiting game continues.

One party that may benefit from the geopolitical noise is OPEC+. The volatile headlines have weighed on prices, giving the producer group cover to stick to its “balanced market” narrative, despite many facts on the ground that suggest otherwise. OPEC+ is expected to announce a 137,000 barrel per day increase in output when it meets on Sunday.

Speaking of energy, one would have needed a lot of it to stay up though all of President Donald Trump’s State of the Union address on Tuesday, which clocked in at a record one hour and 47 minutes. It offered little in the way of new ideas for addressing Americans’ affordability concerns, with the exception of a plan to boost Americans’ retirement savings. The president also vowed to move forward with his tariff agenda even after a large portion of it was quashed by the Supreme Court last week.

One notable takeaway from the speech was the president’s claim that hyperscalers ""have the obligation to provide for their own power needs"" as they build out energy-hungry data centers to fuel the AI boom. The administration wants to avoid stressing the grid and pushing up consumers’ electricity prices.

But the pressure is already building, and whether or not companies cover their own power needs, ambitious AI expansion plans are likely to be hobbled by severe power-infrastructure bottlenecks.

It’s a reminder that instead of fretting about viral AI doomsday reports, we should probably spend a little more time considering the very real physical limitations that could slow down this technological revolution.

For more commodities and markets news, check out Reuters Open Interest. You can learn: * What is one of the most significant but least talked aboutdynamics in today’s global oil market? * Why is China’s dominance of critical mineral supply chainsnot as absolute as it may appear? * Why might new European policy proposals on industrial heatdetermine the future viability of the region’s manufacturingsector? * What is likely to be one sticking point China will face asit seeks to reroute more trade to Europe?

As we head into the weekend, check out the ROI team’s recommendations for what you should read, listen to, and watch to stay informed and ready for the week ahead.

I’d love to hear from you, so please reach out to me at .

This weekend, we’re reading...

JAMIE MCGEEVER, ROI Markets Columnist: Amid the flood of AI scenarios, one standout this week is the 2026 Global Intelligence Crisis from Citadel Securities, which offers a forensic rebuttal of Citrini’s viral doomsday thesis. It is intriguing that one of the world’s largest market makers felt compelled to counter a Substack post from a relatively small research firm. Jittery markets, anyone?

ANDY HOME, ROI Metals Columnist: This Reuters exclusive examines a Pentagon-created AI program to set prices for critical minerals. It is beginning with niche ""spice"" metals - germanium, gallium, antimony, and tungsten, where China now heavily influences pricing - but aims to expand to other critical materials, potentially revolutionizing how metal markets operate.

GAVIN MAGUIRE, ROI Global Energy Transition Columnist: Climate futurist Michael Barnard, writing in CleanTechnica, examines how the U.S. is entrenching legacy energy systems while Europe, China, and others rapidly build more efficient new infrastructure - and asks how capital markets will respond.

CLYDE RUSSELL, ROI Asia Commodities and Energy Columnist: This insight by Fastmarkets explores what the EU’s Carbon Border Adjustment Mechanism could mean for green steel, which has so far struggled to gain a foothold because buyers aren’t willing to pay more and governments have been slow to regulate its use.

We’re listening to...

RON BOUSSO, ROI Energy Columnist: The latest Energy Unplugged podcast from Aurora Energy Research features a great conversation with Nat Bullard, co‑founder of Halcyon, discussing how the energy transition is unfolding very differently around the world.

And we’re watching...

MIKE DOLAN, Finance & Markets Columnist: I sat down with Carmel Crimmins, host of Reuters Econ World, this week to discuss how ""middle powers"" are de‑risking from the U.S., recalibrating their relationships with China and pursuing alternative trade deals in a multipolar world that leaves them with few other options.

Want to receive the Morning Bid in your inbox every weekday morning? Sign up for the newsletter here. You can find ROI on the Reuters website, and you can follow us on LinkedIn and X.

Opinions expressed are those of the authors. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.

(By Anna Szymanski)"
Paramount wins Warner bidding war; Block surges - what’s moving markets,https://www.investing.com/news/economy-news/paramount-wins-warner-bidding-war-block-surges--whats-moving-markets-4530614,Investing.com,2026-02-27 09:04:03,Free,"Investing.com - Futures linked to the main U.S. stock indices edge down, as results from big-name technology firms impact sentiment around the artificial intelligence trade. Paramount Skydance has emerged as the likely winner of a bidding war for Warner Bros. Discovery after Netflix drops its bid, while Anthropic gets in a dispute with the Pentagon. Jack Dorsey-led Block says it will slash roughly half of its workforce, and oil prices inch up.

1. Futures lower

U.S. stock futures ticked lower on Friday, pointing to a downbeat end to the trading week as investors poured through the ramifications of a raft of consequential technology sector earnings.

By 02:59 ET (07:59 GMT), the Dow futures contract had fallen by 205 points, or 0.4%, S&P 500 futures had dipped by 13 points, or 0.2%, and Nasdaq 100 futures were broadly unchanged.

The main averages on Wall Street notched a mixed close on Thursday, with results from artificial intelligence-darling Nvidia and cloud-software group Salesforce in focus.

While Nvidia posted better-than-expected quarterly results, there remained several concerns swirling around the semiconductor giant, including rapidly intensifying competition, the sustainability of runaway customer demand, and uncertainty over when investors will see significant returns. Shares of Nvidia -- which make up a notable chunk of the overall stock market -- dropped by more than 5%.

Salesforce shares, on the other hand, gained despite the company issuing an underwhelming annual revenue forecast. However, analysts at Vital Knowledge said the earnings were ""no worse than feared.""

Thursday’s session also featured a ""violent rotation"" within tech, as investors shifted away from ""physical"" stocks like chips and data center infrastructure and into virtual ones like software and data, the analysts added.

""Small red flags"" from Nvidia and relief around numbers from Salesforce and peer Workday -- coupled with comments from AI startup Anthropic earlier this week about wanting to ""compliment and augment, not kill"" software firms -- helped to drive this trend, they argued.

2. Paramount wins bidding war for Warner Bros.

Paramount Skydance has become the likely winner of a longstanding corporate battle for Hollywood stalwart Warner Bros. Discovery after a stunning decision by Netflix to back away from its rival offer.

Executives at Netflix, whose shares spiked in after-hours trading following the announcement, said that while the transaction was ""always a ’nice to have’ at the right price,"" it was ""not a ’must have’ at any price."" The streaming service has the financial firepower to pursue a purchase, but has encountered some doubts from shareholders around the justification for snapping up a legacy media organization.

Sparking Netflix’s move away from a previous agreement with Warner Bros. was the board of the HBO Max parent, which said it had determined Paramount’s $31-per-share offer for all of the company was a superior offer. Netflix was then given four days to respond, but chose to ditch its $27.75-per-share proposal for Warner Bros.’ studios and HBO Max.

This puts Paramount -- owned by David Ellison, son of tech mogul Larry Ellison -- in position to create a media powerhouse that will fold in Warner Bros.’ popular franchises like ""Harry Potter"" and ""Game of Thrones."" Should the purchase be agreed on and receive regulatory approval, Paramount would also oversee cable networks like CNN and TBS.

Warner Bros. CEO David Zaslav said a Paramount deal would ""create tremendous value for our shareholders."" Shares of Paramount rose in extended hours trading, while Warner Bros. dipped.

3. Anthropic in dispute with U.S. government

Anthropic has said it will not agree to demands from the Pentagon to take down safeguards from its AI systems, putting one of the most prominent AI startups at odds with the U.S. government.

At issue is the Pentagon’s call for Anthropic to remove features preventing its technology from being used to conduct surveillance of Americans or power weapons autonomously.

The Pentagon has threatened to both end a partnership with Anthropic and deem it a ""supply chain risk"" should the company not accede to the request. Defense Secretary Pete Hegseth has given Anthropic a Friday afternoon deadline to agree that the Pentagon can use the technology in all lawful cases.

But Anthropic CEO Dario Amodei said in a statement that he could not do so ""in good conscience,"" adding that the guardrails would effectively be undone by the military’s request.

4. Block surges

Shares of Block soared by more than 23% in after-hours trading after the payments company said it would cull nearly half its workforce as part of an effort to embed AI deeper into its operations.

The job cuts, expected to result in the loss of over 4,000 roles, comes as firms are increasingly translating the rise of AI into wider headcount changes. This has in turn driven worries among workers and economists that the AI boom, despite boosting productivity, may lead to greater unemployment.

Block CEO Jack Dorsey said that ""[i]ntelligence tools have changed what it means to build and run a company,"" adding ""[w]e’re already seeing it internally"" and ""[a] significantly smaller team using the tools can do more and do it better[.]""

Although Block is planning to incur as much as $500 million in restructuring changes, analysts cited by Reuters have suggested that the spike in the stock is reflective of hopes that margins will strengthen as the workforce shrinks.

5. Oil inches up after U.S.-Iran talks

Oil prices inched higher, but could post weekly losses after the United States and Iran extended talks over Tehran’s nuclear program, easing concerns about potential hostilities that could disrupt supply.

Brent futures climbed 0.7% to $71.29 a barrel, and U.S. West Texas Intermediate crude futures rose 0.8% to $65.74 a barrel.

For the week, Brent is largely unchanged, but WTI was set to fall around 1%, reversing some of the previous week’s gains.

The talks between the two countries over Iran’s nuclear ambitions concluded on Thursday with no clear deal being agreed.

But they plan to resume negotiations with technical-level discussions scheduled to take place next week in Vienna, Omani Foreign Minister Sayyid Badr Albusaidi said in a post on X after the meetings in Geneva.

Tensions over Iran have been a major driver of oil prices in February, with the U.S. amassing a major military force in the Middle East and threatening action if Tehran did not accept a deal.

Reuters contributed reporting."
Morning Bid: AI woes and ’open war’,https://www.investing.com/news/economy-news/morning-bid-ai-woes-and-open-war-4530466,Reuters,2026-02-27 05:42:32,Free,"A look at the day ahead in European and global markets from Rocky Swift

Concerns about technology company valuations established a risk-off tone that has only gotten worse as it is compounded by geopolitical woes.

Artificial intelligence darling Nvidia delivered what looked to be stellar results, but for a sector priced for perfection, they weren’t good enough.

Japan’s yen and U.S. Treasuries, traditional haven assets, advanced while crude prices edged up.

In the shadow of U.S. President Donald Trump’s threat of strikes against Iran, an Omani mediator of the nuclear talks between Washington and Tehran gave an optimistic readout over the latest round of negotiations, but the two sides remain far apart.

In other hotspots, Pakistan’s ""cup of patience"" with Afghanistan reached its limit, resulting in overnight bombings of Taliban government targets and declarations of ""open war.""

China’s military accused the Philippines of ""disrupting"" peace and stability by organising joint patrols with countries outside the region.

And in the skies over Texas, the U.S. military used lasers to shoot down a drone deployed by the government of ... the United States.

The day also started off badly for British Prime Minister Keir Starmer, after his Labour Party suffered an electoral defeat in an area of Greater Manchester that it had dominated for almost a century.

Equity futures pointed to mixed opens in Europe. The pan-region Euro Stoxx 50 futures were up 0.03% at 6,172, German DAX futures were flat at 25,314, FTSE futures were up 0.21% at 10,856.5.

U.S. stock futures, the S&P 500 e-minis, were down 0.24% at 6,903.3.

Key developments that could influence markets on Friday:

* U.S.: PPI for January, Chicago PMI for February

* France: consumer spending for January, producer prices for January, CPI for February, Q4 GDP

* Germany: unemployment for February, import prices for January, CPI for February

* Bank of England chief economist Huw Pill speaks

* Canada Q4 GDP"
"Meta signs multi-billion-dollar deal to rent Google AI chips, The Information reports",https://www.investing.com/news/stock-market-news/google-signs-multibilliondollar-ai-chip-deal-with-meta-information-reports-4530214,Reuters,2026-02-27 01:00:26,Free,"Feb 26 (Reuters) - Meta Platforms has signed a multi-billion dollar deal to rent artificial intelligence chips from Google to develop new AI models, The Information reported on Thursday, citing a person involved in the talks.

The report of the multi-year deal comes as companies pour billions into chips and AI infrastructure to meet demand for artificial intelligence.

Meta and Google declined Reuters’ request for comment.

Earlier this week, Advanced Micro Devices said it would sell up to $60 billion in AI chips to Meta. The Facebook owner earlier this month also signed a deal with Nvidia to buy its current and future AI chips.

Reuters reported in December that Google was pushing to make its Tensor Processing Units (TPUs) a viable alternative to Nvidia’s market-leading GPUs. TPU sales have become a crucial growth engine of Google’s cloud revenue as it seeks to prove to investors that its AI investments are generating returns.

The Information reported Thursday that Meta is also in talks with Google to buy the TPUs for its data centers as early as next year, though the status of those discussions could not be determined.

Google has also signed an agreement with an unidentified large investment firm to fund a joint venture that would lease TPUs to other customers, the report added."
