title,link,source,time,type,content
Micron rating raised to BBB by S&P on AI demand growth,https://www.investing.com/news/stock-market-news/micron-rating-raised-to-bbb-by-sp-on-ai-demand-growth-93CH-4529375,Investing.com,2026-02-26 20:10:10,Free,"Investing.com - S&P Global Ratings raised Micron Technology Inc. (NASDAQ:MU) to BBB from BBB- with a positive outlook on Thursday, citing increased scale and faster growth driven by artificial intelligence demand. The ratings agency said AI product demand has meaningfully elevated Micron’s EBITDA and cash flow while increasing long-term compounded revenue growth expectations.

S&P Global Ratings said investment spending limited cash flow in fiscal 2025, which ended in August 2025, with net capital expenditure at about 80% of cash flow from operations. The firm expects this ratio to shrink to about 50% in 2026 due to higher pricing boosting cash flow from operations. From 2014 to 2024, Micron spent about 80% of its cash flow from operations on net capital expenditure while achieving compounded growth of about 4%.

The ratings agency estimates high bandwidth memory revenue was about 15% of total revenue in fiscal 2025, while premium products including HBM and some DRAM and NAND represented roughly 35%. S&P Global Ratings said strong pricing in nonpremium products will need to persist in 2026 to achieve its base-case forecast, expecting constrained industry capacity and AI demand benefiting NAND to keep supply and demand balance favorable.

Micron’s S&P Global Ratings-adjusted net leverage is about 0x, below the upgrade threshold of 1x, and the firm expects the company to build over $10 billion in cash in fiscal 2026 as share buybacks are restricted by the U.S. CHIPS and Science Act. The company reported first-quarter revenue of $13.6 billion, growing 57% year over year and 21% sequentially, with management-adjusted gross margins reaching 56.8%, up 1,110 basis points from the prior quarter.

Micron issued second-quarter guidance expecting revenue to be up 37% sequentially at the midpoint with gross margin of 67% to 69%. The company said it is only meeting half to two-thirds of demand for some key customers and expects supply to remain tight beyond 2026. Management said it is in high volume production of HBM4, customer shipments are ramping in the first calendar quarter ahead of schedule, and its HBM supply is completely sold out for calendar 2026.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Cleo Fields from Louisiana’s 6th district makes significant investments in tech stocks,https://www.investing.com/news/company-news/cleo-fields-from-louisianas-6th-district-makes-significant-investments-in-tech-stocks-93CH-4525611,Investing.com,2026-02-25 21:06:29,Free,"Cleo Fields, the congress member representing Louisiana’s 6th congressional district, has recently made a series of notable investments in various technology stocks. These transactions were all done through Morgan Stanley - ETRADE #2, a popular investment vehicle.

In addition, Fields also invested in Alphabet Inc. - Class A Common Stock (NASDAQ:GOOGL), with a substantial transaction value of between $100,001 and $250,000. Alphabet Inc. is the parent company of Google and several former Google subsidiaries.

Apple Inc. - Common Stock (NASDAQ:AAPL) was another tech company Fields showed interest in, purchasing stocks with a value ranging from $1,001 to $15,000. Apple Inc. is a multinational technology company that designs, manufactures, and markets consumer electronics, computer software, and online services.

Fields also added Lam Research Corporation - Common Stock (NASDAQ:LRCX) to his portfolio. The transaction value for this investment ranged from $15,001 to $50,000. Lam Research Corporation is an American corporation that engages in the design, manufacture, marketing, and service of semiconductor processing equipment used in the fabrication of integrated circuits.

Meta Platforms, Inc. - Class A Common Stock (NASDAQ:META), formerly known as Facebook Inc., was another significant investment made by Fields, with a transaction value of between $100,001 and $250,000.

Lastly, Fields purchased stocks from Micron Technology, Inc. - Common Stock (NASDAQ:MU) with a transaction value ranging from $100,001 to $250,000. Micron Technology, Inc. is an American producer of computer memory and computer data storage.

It’s worth noting that these transactions represent purchases, indicating Fields’ confidence in these companies’ future performance. As always, investors are advised to do their own research and consider their financial goals and risk tolerance before making investment decisions.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Oracle and Netflix among market cap stock movers on Wednesday,https://www.investing.com/news/stock-market-news/oracle-and-netflix-among-market-cap-stock-movers-on-wednesday-93CH-4524921,Investing.com,2026-02-25 15:31:23,Free,"Wednesday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Oracle and Netflix are rallying, while stocks like Home Depot and United Tech are falling. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers (Market Cap:$200 billion USD or higher)

Large-Cap Stock Movers (Market Cap:$10-$200 billion USD)

Mid-Cap Stock Movers (Market Cap:$2-$10 billion USD)

Small-Cap Stock Movers (Market Cap:$300 million - $2 billion USD)

For real-time, market-moving news, join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Samsung rally nears 200% as AI chip demand accelerates,https://www.investing.com/news/stock-market-news/samsung-rally-nears-200-as-ai-chip-demand-accelerates-4520758,Investing.com,2026-02-24 11:49:38,Free,"Investing.com -- Samsung Electronics (KS:005930) shares climbed to a record KRW200,000, capping a powerful six-month rally that has pushed the stock close to 200% higher as demand for memory chips surges.

The South Korean group, alongside Micron (NASDAQ:MU) and SK Hynix (KS:000660), sits among the world’s largest memory producers and is increasingly benefiting from the artificial intelligence buildout. Servers have emerged as the dominant driver of demand, with roughly 70% of Samsung’s memory shipments now tied to AI server applications.

Analysts expect the momentum to continue. Samsung is seen regaining a technological edge as its premium strategy gains traction, particularly with the planned start of HBM4 shipments for NVIDIA’s Vera Rubin GPU in the second half of 2026. The HBM4 product is expected to deliver speeds of 11.7 gigabits per second, positioning the company more competitively in high-performance memory.

The broader demand backdrop remains supportive. Combined 2026 capital expenditure from Google, Microsoft, Amazon and Meta is projected to jump 76% year over year, reflecting continued aggressive investment in AI infrastructure. With cloud demand still outpacing supply, hyperscalers have little incentive to delay spending, a dynamic that should keep server-related memory demand elevated into year-end.

Investor flows are also turning more supportive for Korean equities. Over the past week, the iShares MSCI South Korea ETF (NYSE:EWY) recorded roughly $1 billion in inflows, the highest in a decade.

KB Securities analyst Jeff Kim said the shift reflects Korea’s unique positioning among emerging markets. “We believe this is because the Korean stock market is the only emerging country that offers both earnings growth (+90% YoY) and valuation merits (10x P/E),” he said.

Kim expects semiconductor profits to drive the bulk of earnings expansion. Combined 2026 operating profit for Samsung Electronics and other chipmakers is projected to jump by KRW224 trillion year over year, accounting for 84% of the expected KRW267 trillion increase in total KOSPI operating profit.

On the technology front, progress in DRAM manufacturing is also improving the outlook. According to industry reports, Samsung’s 10-nanometer-class sixth-generation DRAM, known as 1c, has achieved yields above 80%, signaling entry into stable mass production. Because the 1c node underpins next-generation HBM4, the milestone is expected to support both competitiveness and profitability as AI memory demand continues to accelerate."
Federal circuit affirms Netlist patent validity against Micron challenge,https://www.investing.com/news/assorted/federal-circuit-affirms-netlist-patent-validity-against-micron-challenge-432SI-4518623,Investing.com,2026-02-23 13:06:08,Free,"The U.S. Court of Appeals for the Federal Circuit affirmed a Patent Trial and Appeal Board ruling upholding the validity of Netlist Inc.’s (NLST) U.S. Patent No. 10,489,314 in an Inter Partes Review brought by Micron Technology Inc.

The Federal Circuit’s decision supports the PTAB’s October 2023 final written decision that rejected Micron’s challenge to the patent’s validity. Micron has 90 days from the court’s judgment to file a petition to the U.S. Supreme Court.

This marks the third time in 12 months that the Federal Circuit has affirmed the validity of Netlist patents in disputes involving Micron or Samsung Electronics Co. In 2025, the appeals court upheld the validity of Netlist’s U.S. Patent Nos. 10,268,608 and 10,217,523, which had been challenged by both Micron and Samsung before the PTAB.

The ’314 patent and the ’608 patent are part of Netlist’s lawsuit against Micron in the U.S. District Court for the Western District of Texas, which is currently stayed. Netlist also asserts U.S. Patent No. 9,824,035 against Micron in the same court.

Additionally, Netlist has filed a complaint with the U.S. International Trade Commission against Samsung, Google, and Super Micro, asserting six patents including the ’608 and ’523 patents. The company seeks exclusion and cease and desist orders that would direct U.S. Customs and Border Protection to block Samsung memory products that allegedly infringe Netlist’s patents from entering the United States.

The information is based on a company press release statement."
Hedge funds cut leverage as rotation drives portfolio shifts,https://www.investing.com/news/stock-market-news/hedge-funds-cut-leverage-as-rotation-drives-portfolio-shifts-93CH-4517990,Investing.com,2026-02-23 10:48:41,Free,"Investing.com -- Hedge funds have reduced gross leverage from record levels and are rotating portfolio positions at the fastest pace since 2021, according to Goldman Sachs strategists.

A team led by Ben Snider reported that gross leverage remains near record highs, while short interest in the median S&P 500 stock sits close to the highest levels seen in recent years. Short positions are particularly concentrated in defensive stocks and small-cap companies.

Concentration within hedge fund portfolios and crowding across these portfolios remain elevated compared to historical trends, the strategists noted.

Rotations toward cyclical stocks and a shift from software to semiconductor holdings have supported hedge fund returns this year, according to the report.

Hedge funds increased overweight positions in energy, materials, and industrials during the last quarter. These sectors rank as the best-performing year-to-date.

Boeing and GE Vernova joined Goldman’s hedge fund VIP list of most popular long positions this quarter. Cleveland-Cliffs, Eaton, ITT, and Sealed Air were identified as rising stars, representing stocks with the largest increase in popularity among hedge funds.

Hedge funds raised semiconductor holdings to a 9% weight in long portfolios, surpassing software’s 7% weight for the first time since 2018. Applied Materials, Micron, Nvidia, and Teradyne were classified as rising stars in the semiconductor sector.

Meanwhile, Salesforce and Docusign ranked as falling stars.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Samsung wins likely exclusive Nvidia supply deal for high-end AI chips- report,https://www.investing.com/news/stock-market-news/samsung-wins-likely-exclusive-nvidia-supply-deal-for-highend-ai-chips-report-4515191,Investing.com,2026-02-20 06:01:20,Free,"Investing.com-- Samsung Electronics Co Ltd (KS:005930) is expected to have won an effectively exclusive deal to supply advanced high bandwidth memory (HBM4) for the top end of Nvidia’s next-generation artificial intelligence processors, South Korean outlet ChosunBiz reported on Friday.

NVIDIA Corporation (NASDAQ:NVDA) on Friday plans to segment HBM4 suppliers for its next-generation Vera Rubin processors into two categories– a general-purpose lineup and a performance-oriented line-up, the ChosunBiz reported, citing unspecified industry sources.

The company has been collaborating with Samsung on Vera Rubin’s ultra-high-performance model, using the latter’s HBM4 technology. Samsung’s offerings reportedly offer more advanced performance than its peers, giving the company an essentially exclusive position in the high-end segment.

While Nvidia’s general models will make up a greater portion of production, the high-end models are expected to offer much higher price margins.

The ChosunBiz report comes just a week after Samsung said it had begun mass production and shipments of HBM4 chips-- a first among memory chip producers. HBM is a key component of advanced AI processors, given the fast computing speeds and high memory requirements of running major generative AI models. HBM4 in turn is the most advanced iteration of the technology.

While Samsung had initially lagged peers such as SK Hynix Inc (KS:000660) and Micron Technology Inc (NASDAQ:MU) in meeting AI-fueled demand, the company was seen catching up rapidly in the HBM sector over the past year, especially in supplying Nvidia, which makes the most advanced AI chips in the market.

Nvidia had earlier this year unveiled its next-generation Vera Rubin line of chips, which it said were scheduled for release in the second half of 2026."
Some US investors pivot to infrastructure amid broader AI selloff,https://www.investing.com/news/stock-market-news/some-us-investors-pivot-to-infrastructure-amid-broader-ai-selloff-4514438,Reuters,2026-02-19 16:36:55,Free,"By Suzanne McGee

PROVIDENCE, Rhode Island, Feb 19 (Reuters) - As Wall Street’s love affair with artificial intelligence heavyweights cools, some investors are pivoting to infrastructure companies they expect to benefit from AI capital spending, a shift that is spawning a slew of new products.

After huge gains in recent years, shares in AI tech giants such as Alphabet and Amazon have suffered sharp declines as investors worry returns from their massive investment in developing smarter AI systems won’t justify such lofty valuations. To profit from that spending spree, investors are focusing on the companies getting the checks -- chipmakers, data center builders and utility firms providing the physical nuts and bolts behind the AI revolution, say asset managers.

Many such stocks, including Caterpillar , optical communications provider Lumentum and data storage company Western Digital have posted double-digit gains this year, while the S&P 500 has returned 0.52% and the Roundhill Magnificent 7 ETF, which captures the performance of the so-called AI hyperscalers, has lost 7.3%.

NEW AI INFRASTRUCTURE PRODUCTS

That performance is spurring exchange-traded fund providers such as BlackRock, VistaShares and Impax Asset Management to rejig their offerings and launch new products, with some betting on a diverse -- and increasingly niche -- roster of AI infrastructure plays.

""Our goal is that every time someone like Meta or Amazon invests in a data center, the cash registers ring across our portfolio,"" said Adam Patti, CEO of VistaShares, which launched its Artificial Intelligence Supercycle ETF in December 2024. It gained 58.4% in 2025 and is up 16.87% this year.

While the ETF includes AI heavyweight Nvidia, the semiconductor giant’s weighting is less than half that of South Korea’s SK Hynix, whose chips are used in data centers. The ETF’s other top holdings include chipmakers like Micron and Intel.

""When Meta says that it’s going to spend $100 billion, it’s going into these companies,"" said Patti.

Likewise, BlackRock’s iShares A.I. Innovation and Tech Active ETF now has 74% of its $8.8 billion in assets invested in AI infrastructure plays, ranging from chipmakers that train AI models to power companies, up from 59% a year ago. That’s ""where the revenues are right now,” said Jay Jacobs, BlackRock’s U.S. head of equity ETFs.

Healthy returns from holdings like Fabrinet and Monolithic Power Systems have boosted the fund’s returns to 3.2% this year. The BlackRock fund has pulled in $7.9 billion in new capital over the last 12 months, according to data from VettaFi.

Two infrastructure ETFs launched this month alone. Impax Asset Management converted one of its mutual funds into the Impax Global Infrastructure ETF, while alternatives manager Harrison Street Asset Management launched an AI-related ETF focusing on electrification.

""Securing reliable power sources is one of the biggest constraints in moving forward with all the AI data centers needed,"" said Robert Becker, chief investment strategist at Harrison Street.

Ed Farrington, Impax’s president of North America operations, said infrastructure was a way to diversify overall equity portfolios as well as what has for years been a highly concentrated trade.

""STEALTH"" AI PLAYS

To be sure, the Magnificent Seven hyperscalers have delivered consistently strong revenues, but investors say that is mostly thanks to their core businesses, which are funding AI capital expenditures. That spending will be around $630 billion this year alone.

The quest to identify underpriced infrastructure companies set to benefit is leading some investors to niche corners of the market.

Ari Sass, president and portfolio manager of M.D. Sass Investor Services, said companies he once thought of as “stealth"" AI plays are moving into the spotlight, such as companies helping to deliver the tremendous amount of energy needed to power semiconductor fabrication plants and data centers.

Quanta Services , which provides construction and maintenance services for electric utilities, is up 24.17% so far this year, for example.

The Tortoise AI Infrastructure ETF launched in October, meanwhile, invests in companies like century-old Wisconsin-based Modine Manufacturing which started out manufacturing radiators for farm equipment and has since pivoted to providing data center cooling systems. Its shares are up 19.25% so far this year.

As more investors pile into the AI infrastructure trade, some are sounding warnings. They point to the fiber optic network companies that collapsed after over-investing to support Internet firms in the 1990s as a cautionary tale.

""It looks as if the spending on AI buildout is coming from financially stronger companies, but at the same time, valuations for anything with AI exposure are getting a bit rich,"" said Michael Reynolds, vice president of investment strategy at Glenmede. ""Everyone needs to exercise some caution."""
"Micron, Palantir among market cap stock movers on Wednesday",https://www.investing.com/news/stock-market-news/micron-palantir-among-market-cap-stock-movers-on-wednesday-93CH-4511860,Investing.com,2026-02-18 19:01:51,Free,"Wednesday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Micron and Palantir are rallying, while stocks like Metropcs Communications and At&t are falling. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers (Market Cap:$200B+)

Large-Cap Stock Movers (Market Cap:$10B-$200B)

Mid-Cap Stock Movers (Market Cap:$2B-$10B)

Small-Cap Stock Movers (Market Cap:$300M-$2B)

For real-time, market-moving news, join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
"Nvidia, Amazon and New York Times rise premarket; Palo Alto Networks falls",https://www.investing.com/news/stock-market-news/nvidia-amazon-and-new-york-times-rise-premarket-palo-alto-networks-falls-4510488,Investing.com,2026-02-18 12:19:05,Free,"Investing.com -- U.S. stock futures rose Wednesday, with investors digesting more corporate earnings reports ahead of the release of the minutes of the last Federal Reserve meeting.

Here are some of the biggest premarket U.S. stock movers today:

Palo Alto Networks (NASDAQ:PANW) stock dropped 6.1% after the cybersecurity firm trimmed its annual profit forecast, signaling rising costs from recent acquisitions to enhance its artificial intelligence capabilities.

Nvidia (NASDAQ:NVDA) stock rose 2.2% after the chip giant said it had signed a multi-year deal to sell Meta Platforms millions of its current and future AI chips.

Amazon (NASDAQ:AMZN) stock gained 1.7% after regulatory filings showed Bill Ackman’s Pershing Square grew its stake in the e-commerce giant by 65% during the fourth quarter, making the fund Amazon’s third-largest holding.

Micron Technology (NASDAQ:MU) stock rose 0.9% after David Tepper’s Appaloosa Management increased its holdings in the chipmaker.

Cadence Design Systems (NASDAQ:CDNS) stock gained 7.3% after the chip design software provider beat fourth-quarter revenue estimates and issued a stronger-than-expected outlook for 2026, helped by demand for its AI-focused design tools.

Caesars Entertainment (NASDAQ:CZR) stock gained 5.5% after the casino operator posted a larger than expected jump of revenue in the fourth quarter, helped by strong digital stability and stability at its Vegas operations.

SanDisk (NASDAQ:SNDK) stock fell 2.7% after hard-disk drive maker Western Digital (NASDAQ:WDC), up 1.9%, announced plans to raise $3.17 billion by selling some of its stake in its former unit through a secondary share sale.

New York Times (NYSE:NYT) stock gained 3.4% after Berkshire Hathaway disclosed a $350 million stake in the publisher.

Global-E Online (NASDAQ:GLBE) stock soared 24% after the fintech company reported strong financial results for the full year of 2025, with the final three months of the year being its strongest quarter ever."
"Tiger Global, Adage Capital trimmed stakes in AI heavyweights in Q4",https://www.investing.com/news/stock-market-news/softbank-group-dissolves-share-stake-in-nvidia-according-to-sec-filing-4509386,Reuters,2026-02-17 23:36:28,Free,"By Suzanne McGee and Noel Randewich

PROVIDENCE, Rhode Island, Feb 17 (Reuters) - Tiger Global Management and Adage Capital Partners were among investors that trimmed their holdings of some AI heavyweights including Nvidia and Amazon during the fourth quarter of 2025, according to U.S. Securities and Exchange Commission disclosures.

The quarterly 13-F filings provide insight into how some major investors have been reacting to growing worries that valuations of the ""Magnificent 7"" AI giants -- a cohort that also includes Meta and Microsoft -- have become stretched and that their massive spending on AI technology will fail to generate sufficient returns.

Tiger Global trimmed its stake in Microsoft to 5.47 million shares during the fourth quarter from 6.5 million shares as of September 30, 2025. That still leaves the hedge fund as one of Microsoft’s biggest investors, with a stake worth $2.6 billion.

Tiger also made smaller cuts of 9.35% to its Amazon stake, which as of the end of 2025 stood at 10 million shares valued at $2.3 billion, and trimmed its Nvidia position, now valued at $2.1 billion.

Other hedge funds disclosed similar reductions after a huge run-up in ""Magnificent 7"" shares in recent years helped boost returns. For many, those stocks still remain their largest holdings.

Berkshire Hathaway, the conglomerate founded and until this year overseen by Warren Buffett, said it sold 4% of its holdings in iPhone maker Apple and 77% of its 10-million-share stake in Amazon during the fourth quarter, although Apple remained the holding company’s biggest position, with a stake valued at $62 billion.

While the biggest part of the AI ""pain trade"" has been seen this month in segments of the market believed to be most heavily exposed to disruption caused by the new technology, ranging from software to trucking, investors are increasingly selective in their AI-related stock purchases.

This is far from the first time that the so-called hyperscalers -- the giant companies announcing capital spending plans totaling hundreds of billions of dollars -- have been a source of anxiety owing to high expectations. Only a year ago, Nvidia saw its market capitalization slide by a record $593 billion in a single session after China’s DeepSeek launched a new AI model that seemed to threaten the chipmaker’s dominance.

The stock subsequently rebounded, but speculation about a possible bubble in AI-related stocks has continued.

Adage Capital disclosed smaller cuts of 1% to 3% in companies that included Microsoft, Alphabet and Amazon, as well as Nvidia. But Adage also boosted its stake in Oracle, another company with exposure to the AI theme, by about 19% to 1.87 million shares, valued at about $365 million.

Neither Tiger nor Adage could be reached immediately for comment.

Separately, SoftBank Group Corp reported it had dissolved its stake in Nvidia, an October transaction the company first disclosed in November. SoftBank liquidated the position to help raise funds for further investments in ChatGPT creator OpenAI.

Nvidia’s stock price has fallen about 7% since November 11, when SoftBank disclosed the sale of its stake. Nvidia is set to report its quarterly results on February 25, and analysts on average expect a 67% jump in revenue, according to LSEG data.

Nvidia filed its own 13-F, required as it has become an institutional investor in its own right, taking positions in a range of other publicly traded firms. The chipmaker disclosed details of its previously reported investment in Intel, reporting that as of December 31, it had a stake of 214.8 million shares in the semiconductor company. The pact between the two firms includes a plan for them to collaborate in developing PC and data-center chips.

D.E. Shaw, a hedge fund that employs quantitative trading and investment screens, also trimmed its stakes in Nvidia, Micron and Meta, although it added to its holdings of Amazon and chipmaker AMD during the fourth quarter, the firm disclosed. D.E. Shaw could not immediately be reached for comment.

Some investors backed away from other smaller tech stocks.

Apis Capital cut its stakes in Seagate Technology Holdings, Western Digital and SanDisk, all of which have seen their shares surge in recent months on strong AI-related demand for their data storage technology. Shares of SanDisk have gained 153% so far in 2026, while Western Digital and Seagate are both up over 50%, year to date.

Apis could not be reached for comment.

The 13-F filings compare investor holdings as of December 31 with those as of September 30. They must be filed within 45 days of the end of each fiscal quarter by institutional investors that include sovereign wealth funds, pension funds, college endowments, hedge funds and wealth managers. They capture institutional investor positions as of that date but do not reflect position changes that may have taken place so far in the first quarter."
"Apple, General Electric among market cap stock movers on Tuesday",https://www.investing.com/news/stock-market-news/apple-general-electric-among-market-cap-stock-movers-on-tuesday-93CH-4509563,Investing.com,2026-02-17 19:01:34,Free,"Tuesday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Apple (AAPL) and General Electric (GE) are rallying, while stocks like Wal-Mart Stores (WMT) and Oracle Corp (ORCL) are falling. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers ($200 billion USD market cap and above)

Large-Cap Stock Movers ($10-$200 billion USD market cap)

Mid-Cap Stock Movers ($2-$10 billion USD market cap)

Small-Cap Stock Movers ($300 million -$2 billion USD market cap)

For real-time, market-moving news, join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
"AMD, Micron Tech among market cap stock movers on Tuesday",https://www.investing.com/news/stock-market-news/amd-micron-tech-among-market-cap-stock-movers-on-tuesday-93CH-4509290,Investing.com,2026-02-17 15:31:43,Free,"Tuesday’s market has seen swings in various stocks based on news and other factors. Today, stocks like General Electric and Viacom are gaining, while stocks like AMD and Genuine Parts Co are declining. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers (Market Cap:$200 billion USD or higher)

Large-Cap Stock Movers (Market Cap:$10-$200 billion USD)

Mid-Cap Stock Movers (Market Cap:$2-$10 billion USD)

Small-Cap Stock Movers (Market Cap:$300 million -$2 billion USD)

For real-time, market-moving news, join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Micron Tech receives Investment Bank Analyst Rating Update,https://www.investing.com/news/pro/needham-maintains-micron-at-buy-with-a-price-target-of-45000-4508584,Investing.com,2026-02-17 12:52:00,Pro,PAID
Applied Materials and Rivian among market cap stock movers on Friday,https://www.investing.com/news/stock-market-news/applied-materials-and-rivian-among-market-cap-stock-movers-on-friday-93CH-4505981,Investing.com,2026-02-13 15:32:10,Free,"Friday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Applied Materials and Rivian are rallying, while stocks like Pinterest are falling. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers (Market Cap:$200 billion USD or higher)

Large-Cap Stock Movers (Market Cap:$10-$200 billion USD)

Mid-Cap Stock Movers (Market Cap:$2-$10 billion USD)

Small-Cap Stock Movers (Market Cap:$300 million - $2 billion USD)

For real-time, market-moving news, join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Cisco and Micron among market cap stock movers on Thursday,https://www.investing.com/news/stock-market-news/cisco-and-micron-among-market-cap-stock-movers-on-thursday-93CH-4503438,Investing.com,2026-02-12 15:32:58,Free,"Thursday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Cisco (CSCO) and Micron (MU) are experiencing significant movements. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers ($200 billion USD and higher):

Large-Cap Stock Movers ($10-$200 billion USD):

Mid-Cap Stock Movers ($2-$10 billion USD):

Small-Cap Stock Movers ($300 million - $2 billion USD):

For real-time, market-moving news, join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Kioxia’s monster Q4 outlook sends memory stocks soaring again,https://www.investing.com/news/stock-market-news/kioxias-monster-q4-outlook-sends-memory-stocks-soaring-again-4501918,Investing.com,2026-02-12 14:02:21,Free,"Investing.com -- Memory stocks extended their rally Thursday after flash memory supplier Kioxia (TYO:285A) delivered sharply stronger-than-expected guidance and Micron executives struck an upbeat tone on demand yesterday, reinforcing expectations of tight supply conditions through 2026.

Kioxia reported fiscal third-quarter revenue of ¥543 billion, slightly ahead of estimates of ¥541 billion and up 20% year over year. Adjusted operating profit came in at ¥144.7 billion, broadly in line with expectations, while adjusted gross margin reached 40% excluding JV-related items.

The bigger surprise came in the outlook. For the fourth quarter, Kioxia guided to revenue of ¥890 billion at the midpoint, far above consensus of ¥648.2 billion. Adjusted net income is seen at ¥340 billion versus estimates of ¥164 billion, while adjusted operating profit is projected at ¥485 billion compared with expectations of ¥248.8 billion.

""We expect KIOXIA to achieve a net cash position in mid-2026, at which point shareholder returns may be considered,"" Morgan Stanley analyst Kazuo Yoshikawa, who lifted his price target on Kioxia stock to ¥ 33,000, said in a note.

Kioxia also confirmed that its entire NAND flash production capacity for 2026 is already sold out, underscoring tight market conditions.

""For suppliers, capacity constraints remain a challenge,"" MS Hwang, a research director at Counterpoint, told Investing.com. ""With cleanroom space in short supply, adding new equipment is going to be tough, so until new facilities come online, we might see some companies trying to explore creative ways to maximize existing cleanroom capacity, even from other industries.""

In the third quarter, Kioxia’s SSD and storage revenue rose 7.8% year over year to ¥300.4 billion, while smart device sales climbed 59.1% to ¥186.3 billion.

“I’m structurally still very positive on the NAND market, with expectations that sell side ASP assumptions for the rest of 2026 will need to be revised up…a lot in Japan,"" said Joseph Wrenn, Asia Tech Specialist at Mizuho.

The guidance triggered broad gains across the memory complex. Shares of Micron (NASDAQ:MU) rose another 3.7% in premarket trading after adding 9.9% in the previous session. SanDisk (NASDAQ:SNDK), which relies heavily on Kioxia for NAND manufacturing and supply, gained a further 7% in premarket trading after jumping 10.7% yesterday.

In Asia, Kioxia ended the day 12.4% higher, while major memory suppliers Samsung (KS:005930) and SK Hynix (KS:000660) saw their shares advance 6.4% and 3.3%, respectively.

Memory supercycle in full swing

Speaking at a Wolfe conference yesterday, Micron CFO Mark Murphy highlighted accelerating shipments of its latest high-bandwidth memory product.

“We have been in high volume production on HBM4. We’ve commenced customer shipments of HBM4. And we see shipment volumes ramping successfully this calendar, Q1,” Murphy said. “This is a quarter earlier than we mentioned during our December earnings call.”

Murphy added that Micron’s HBM4 delivers performance exceeding 11 gigabits per second and said the company is “highly confident in our HBM4 product performance and quality and reliability.” He described the broader backdrop as robust, saying the company’s “business is on an extraordinary trajectory” with demand “significantly higher than our ability to supply.”

“We continue to expect supply demand to be tight beyond 26. We’re doing everything we can to plan and invest appropriately for our customers’ needs over time,” he said."
Micron stock rises as presentation at Wolfe conference confirms HBM4 shipments ahead of schedule,https://www.investing.com/news/stock-market-news/micron-stock-rises-as-presentation-at-wolfe-conference-confirms-hbm4-shipments-ahead-of-schedule-93CH-4502170,Investing.com,2026-02-12 11:26:38,Free,"Investing.com - Micron Technology, Inc. (NASDAQ:MU) stock gained after Wolfe Research confirmed the company has begun volume shipments of its HBM4 memory in the first quarter, earlier than previously announced.

During a presentation at Wolfe’s Autos/Semis conference on Wednesday, Micron’s management team, including CFO Mark Murphy, pushed back against reports of technical concerns with its HBM4 product. The company stated it now expects volume HBM4 shipments in the current quarter, a full quarter ahead of what was discussed during its December earnings call.

Micron executives emphasized that business conditions have strengthened since December, with demand ""significantly higher"" than the company’s ability to supply, creating tightness expected to extend beyond 2026. Management also noted they’ve made ""good progress"" on multi-year agreements with specific customers and reiterated expectations for continued margin expansion.

The company provided updates on manufacturing expansion, including breaking ground on new fabrication facilities in New York and Singapore. Micron expects its Singapore fab to begin NAND production in the second half of 2028, while its Idaho facility should contribute to supply starting in the second half of 2027.

Micron’s management expressed high confidence in its HBM4 product performance, quality, and reliability, stating that HBM4 is sold out for calendar year 2026 and that yields are on track despite what they called ""inaccurate reporting"" on the product.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
